path_id	symbol
hsa01100	PLA2G2A
hsa01100	ALDH7A1
hsa01100	PFAS
hsa01100	UQCRHL
hsa01100	ATP5G3
hsa01100	PHOSPHO1
hsa01100	XYLT1
hsa01100	PIGX
hsa01100	GDA
hsa01100	KYNU
hsa01100	HSD3B7
hsa01100	HAO2
hsa01100	AMDHD1
hsa01100	CYP3A5
hsa01100	INPP5B
hsa01100	HSD17B3
hsa01100	PANK1
hsa01100	NADK
hsa01100	DLST
hsa01100	ACADM
hsa01100	HYAL1
hsa01100	XYLB
hsa01100	SPHK2
hsa01100	SPTLC2
hsa01100	PFKP
hsa01100	ACER2
hsa01100	MCAT
hsa01100	DHRS3
hsa01100	PPAP2C
hsa01100	PLA2G2C
hsa01100	ATP6V0D1
hsa01100	GLUL
hsa01100	PNMT
hsa01100	COX3
hsa01100	PLCG2
hsa01100	ANPEP
hsa01100	AASS
hsa01100	GMDS
hsa01100	SUCLA2
hsa01100	ASAH2
hsa01100	POLE3
hsa01100	GALNT13
hsa01100	GSTZ1
hsa01100	DCT
hsa01100	PAFAH1B1
hsa01100	EXT1
hsa01100	CYP19A1
hsa01100	GLS
hsa01100	NANS
hsa01100	TPH1
hsa01100	HYAL3
hsa01100	HMGCS1
hsa01100	B3GNT6
hsa01100	PANK3
hsa01100	ADH5
hsa01100	CBS
hsa01100	PC
hsa01100	PCK2
hsa01100	PFKM
hsa01100	IMPDH2
hsa01100	GRHPR
hsa01100	ACSS1
hsa01100	ALDH3A2
hsa01100	ATP6V0E2
hsa01100	ALDH3B1
hsa01100	NDST4
hsa01100	ACSM3
hsa01100	FH
hsa01100	FASN
hsa01100	PNLIPRP1
hsa01100	REV3L
hsa01100	SHMT2
hsa01100	ACOX2
hsa01100	PIGQ
hsa01100	ATP6V1F
hsa01100	APRT
hsa01100	CRLS1
hsa01100	DNMT3L
hsa01100	DPYS
hsa01100	PGAM2
hsa01100	SMPD1
hsa01100	PAH
hsa01100	PRPS2
hsa01100	B3GALT1
hsa01100	HYI
hsa01100	IDH1
hsa01100	PLA2G12B
hsa01100	PLB1
hsa01100	COMT
hsa01100	MTAP
hsa01100	FECH
hsa01100	POLE4
hsa01100	ALPPL2
hsa01100	INPPL1
hsa01100	ALDH1B1
hsa01100	UGCG
hsa01100	PAFAH1B3
hsa01100	PISD
hsa01100	THTPA
hsa01100	ABAT
hsa01100	MGAT2
hsa01100	MECR
hsa01100	B3GALT6
hsa01100	ATP6AP1
hsa01100	GAL3ST1
hsa01100	NMNAT3
hsa01100	NT5C1B
hsa01100	SUCLG1
hsa01100	LIPC
hsa01100	NME1-NME2
hsa01100	TKTL2
hsa01100	JMJD7-PLA2G4B
hsa01100	CYP2C8
hsa01100	NDUFB7
hsa01100	ADH7
hsa01100	CYP2A6
hsa01100	FBP2
hsa01100	TAT
hsa01100	EPHX2
hsa01100	DNMT1
hsa01100	NMNAT1
hsa01100	PTGES
hsa01100	DPM1
hsa01100	SARDH
hsa01100	UQCRQ
hsa01100	POLR1E
hsa01100	ALDH1A3
hsa01100	INPP4A
hsa01100	MPST
hsa01100	PI4KA
hsa01100	ATP5C1
hsa01100	DNMT3A
hsa01100	INPP5J
hsa01100	BPGM
hsa01100	EPRS
hsa01100	PHOSPHO2
hsa01100	ATP6V0A1
hsa01100	FPGT
hsa01100	ALG14
hsa01100	ACLY
hsa01100	LDHB
hsa01100	ALDH9A1
hsa01100	GPAT2
hsa02010	ABCD2
hsa02010	ABCD4
hsa02010	ABCC5
hsa02010	CFTR
hsa02010	ABCB7
hsa02010	ABCA10
hsa02010	ABCC9
hsa02010	ABCA8
hsa02010	ABCB6
hsa02010	ABCA12
hsa02010	ABCD1
hsa02010	ABCB5
hsa02010	ABCG2
hsa02010	ABCG4
hsa02010	ABCG1
hsa02010	ABCB11
hsa02010	ABCA7
hsa02010	ABCA13
hsa02010	ABCC12
hsa02010	ABCC2
hsa02010	TAP2
hsa02010	ABCB10
hsa02010	ABCC1
hsa02010	ABCC6
hsa02010	ABCC10
hsa02010	ABCD3
hsa02010	ABCB1
hsa02010	ABCA5
hsa02010	ABCA2
hsa02010	ABCA1
hsa02010	ABCA6
hsa02010	ABCB4
hsa02010	ABCA9
hsa02010	ABCC4
hsa02010	TAP1
hsa02010	ABCG8
hsa02010	ABCA4
hsa02010	ABCC3
hsa02010	ABCB8
hsa02010	ABCB9
hsa02010	ABCC8
hsa02010	ABCC11
hsa02010	ABCG5
hsa02010	ABCA3
hsa03008	RRP7A
hsa03008	NOP10
hsa03008	EIF6
hsa03008	RNR1
hsa03008	TAF9
hsa03008	NHP2
hsa03008	RBM28
hsa03008	HEATR1
hsa03008	NXF5
hsa03008	FBL
hsa03008	MDN1
hsa03008	PWP2
hsa03008	UTP14C
hsa03008	RPP40
hsa03008	SBDS
hsa03008	POP5
hsa03008	NOL6
hsa03008	FCF1
hsa03008	NXF2
hsa03008	TCOF1
hsa03008	RPP38
hsa03008	UTP15
hsa03008	WDR36
hsa03008	NVL
hsa03008	RPP25
hsa03008	DKC1
hsa03008	IMP3
hsa03008	POP7
hsa03008	NXT1
hsa03008	NXF2B
hsa03008	GAR1
hsa03008	NAT10
hsa03008	WDR43
hsa03008	LOC100288470
hsa03008	CSNK2A2
hsa03008	XRN1
hsa03008	UTP14A
hsa03008	XRN2
hsa03008	UTP6
hsa03008	WDR75
hsa03008	RCL1
hsa03008	NOP58
hsa03008	POP4
hsa03008	NMD3
hsa03008	GNL3L
hsa03008	DROSHA
hsa03008	GNL3
hsa03008	IMP4
hsa03008	REXO1
hsa03008	NXF1
hsa03008	POP1
hsa03008	CSNK2A1
hsa03008	REXO1L1
hsa03008	XPO1
hsa03008	LSG1
hsa03008	TBL3
hsa03008	RAN
hsa03008	CIRH1A
hsa03008	RPP30
hsa03008	RIOK2
hsa03008	MPHOSPH10
hsa03008	LOC100288500
hsa03008	RIOK1
hsa03008	RNR2
hsa03008	NXT2
hsa03008	WDR3
hsa03008	EFTUD1
hsa03008	GTPBP4
hsa03008	REXO2
hsa03008	BMS1
hsa03008	NOP56
hsa03008	GNL2
hsa03008	SPATA5
hsa03008	EMG1
hsa03008	CSNK2B
hsa03008	NOB1
hsa03008	LOC100288562
hsa03008	NHP2L1
hsa03008	C9orf23
hsa03008	UTP18
hsa03010	RPS13
hsa03010	RPS23
hsa03010	RPS3A
hsa03010	RPL4
hsa03010	RPS29
hsa03010	RPL35
hsa03010	RPL26L1
hsa03010	RPL10L
hsa03010	RPLP0
hsa03010	RPS7
hsa03010	RPL26
hsa03010	RPL30
hsa03010	RPS17
hsa03010	RPL10A
hsa03010	RPL6
hsa03010	RPL28
hsa03010	RPL36A
hsa03010	RPS8
hsa03010	RPS14
hsa03010	RPS20
hsa03010	RPL36
hsa03010	RPS5
hsa03010	RPS17L
hsa03010	RPS9
hsa03010	RPL22L1
hsa03010	RPS10
hsa03010	RPL36AL
hsa03010	RSL24D1
hsa03010	RPLP1
hsa03010	RPL13A
hsa03010	RPL7
hsa03010	RPS21
hsa03010	RPL38
hsa03010	RPL27A
hsa03010	RPS24
hsa03010	RPL14
hsa03010	RPL18A
hsa03010	RPS15A
hsa03010	RNR2
hsa03010	RPS15
hsa03010	RPS3
hsa03010	RPLP2
hsa03010	RSL24D1P11
hsa03010	RPL37
hsa03010	RPL3L
hsa03010	RNR1
hsa03010	MRPL13
hsa03010	RPL35A
hsa03010	RPL27
hsa03010	RPL23
hsa03010	RPL17
hsa03010	RPS12
hsa03010	RPS2
hsa03010	RPS4X
hsa03010	FAU
hsa03010	RPL7A
hsa03010	RPS6
hsa03010	RPL21
hsa03010	RPL29
hsa03010	RPS18
hsa03010	RPL5
hsa03010	RPL22
hsa03010	UBA52
hsa03010	RPL18
hsa03010	RPL31
hsa03010	RPL24
hsa03010	RPL3
hsa03010	RPS11
hsa03010	RPL37A
hsa03010	RPS25
hsa03010	RPS16
hsa03010	RPSA
hsa03010	RPL19
hsa03010	RPL12
hsa03010	RPS27A
hsa03010	RPS28
hsa03010	RPL8
hsa03010	RPL32
hsa03010	RPL15
hsa03010	RPS19
hsa03010	RPS27
hsa03010	RPL23A
hsa03010	RPL39
hsa03010	RPL11
hsa03010	RPS26
hsa03010	RPS4Y1
hsa03010	RPL34
hsa03010	RPL9
hsa03010	RPS27L
hsa03010	RPL13
hsa03010	RPL41
hsa03010	RPL10
hsa03013	NUP85
hsa03013	RPP21
hsa03013	XPO1
hsa03013	CASC3
hsa03013	EIF4A2
hsa03013	XPOT
hsa03013	NUP62
hsa03013	DDX39B
hsa03013	ELAC1
hsa03013	UBE2I
hsa03013	EIF5
hsa03013	EIF4G2
hsa03013	RPP38
hsa03013	ELAC2
hsa03013	PABPC4
hsa03013	CLNS1A
hsa03013	NUP50
hsa03013	UPF3A
hsa03013	EIF1AX
hsa03013	EIF3D
hsa03013	THOC6
hsa03013	SAP18
hsa03013	NXF2
hsa03013	RANGAP1
hsa03013	NUP88
hsa03013	THOC4
hsa03013	SNUPN
hsa03013	NUP98
hsa03013	EIF2B1
hsa03013	EIF3E
hsa03013	NXT2
hsa03013	EIF3J
hsa03013	RPP30
hsa03013	NXF1
hsa03013	NUP155
hsa03013	EIF4G3
hsa03013	POM121C
hsa03013	THOC2
hsa03013	XPO5
hsa03013	NUP160
hsa03013	EIF4B
hsa03013	STRAP
hsa03013	NUP205
hsa03013	TMEM48
hsa03013	SMN2
hsa03013	RPP14
hsa03013	POP4
hsa03013	SUMO1
hsa03013	EIF4E
hsa03013	WIBG
hsa03013	NXF2B
hsa03013	UPF1
hsa03013	RPP25
hsa03013	PABPC1L2B
hsa03013	EIF4E2
hsa03013	EIF2S1
hsa03013	EEF1A2
hsa03013	TGS1
hsa03013	RANBP2
hsa03013	PNN
hsa03013	NCBP1
hsa03013	NCBP2
hsa03013	RBM8A
hsa03013	POP7
hsa03013	EIF4A1
hsa03013	EEF1A1
hsa03013	EIF3A
hsa03013	EIF3F
hsa03013	MAGOHB
hsa03013	SRRM1
hsa03013	SUMO4
hsa03013	RNPS1
hsa03013	UPF2
hsa03013	GEMIN5
hsa03013	SMN1
hsa03013	NUP210
hsa03013	THOC1
hsa03013	SUMO3
hsa03013	NUP43
hsa03013	THOC5
hsa03013	GEMIN6
hsa03013	SUMO2
hsa03013	GEMIN4
hsa03013	PAIP1
hsa03013	RAN
hsa03013	C9orf23
hsa03013	EIF4EBP1
hsa03013	AAAS
hsa03013	TPR
hsa03013	PABPC1
hsa03013	RPP40
hsa03013	UPF3B
hsa03013	NXT1
hsa03013	EIF2B3
hsa03013	NUP37
hsa03013	RAE1
hsa03013	NMD3
hsa03013	NUP210L
hsa03013	GEMIN2
hsa03013	MAGOH
hsa03013	NUPL2
hsa03013	NUP54
hsa03013	NUP188
hsa03013	POM121
hsa03013	EIF3H
hsa03013	EIF4G1
hsa03013	PABPC4L
hsa03013	EIF2S2
hsa03013	SEH1L
hsa03013	EIF2B4
hsa03013	NUP214
hsa03013	NUPL1
hsa03013	EIF4A3
hsa03013	NUP107
hsa03013	EIF1B
hsa03013	POP5
hsa03013	THOC3
hsa03013	PHAX
hsa03013	POP1
hsa03013	PABPC3
hsa03013	SENP2
hsa03013	EIF2B5
hsa03013	PABPC5
hsa03013	NUP133
hsa03013	PABPC1L2A
hsa03013	EIF4E1B
hsa03013	THOC7
hsa03013	EIF2S3
hsa03013	DDX20
hsa03013	PABPC1L
hsa03013	NUP93
hsa03013	GEMIN7
hsa03013	NXF5
hsa03013	NUP35
hsa03013	EIF5B
hsa03013	GEMIN8
hsa03013	EIF3B
hsa03013	EIF3I
hsa03013	PRMT5
hsa03013	EIF1AY
hsa03013	POM121L2
hsa03013	EIF1
hsa03013	EIF3C
hsa03013	TACC3
hsa03013	KPNB1
hsa03013	ACIN1
hsa03013	EIF2B2
hsa03013	EIF3G
hsa03013	NUP153
hsa03013	SEC13
hsa03013	TRNT1
hsa03015	CPSF4
hsa03015	THOC4
hsa03015	NCBP1
hsa03015	DAZAP1
hsa03015	SMG5
hsa03015	SYMPK
hsa03015	PAPOLB
hsa03015	PPP2R5C
hsa03015	MAGOH
hsa03015	PPP2R5A
hsa03015	PPP2R5D
hsa03015	GSPT2
hsa03015	PPP2R1A
hsa03015	MSI1
hsa03015	RNPS1
hsa03015	PABPC1L
hsa03015	PPP2R2A
hsa03015	NXF1
hsa03015	CASC3
hsa03015	PPP2R1B
hsa03015	NXT1
hsa03015	SMG1
hsa03015	PABPC3
hsa03015	NXF2
hsa03015	PABPC4
hsa03015	MSI2
hsa03015	FIP1L1
hsa03015	PPP2R5E
hsa03015	UPF2
hsa03015	PABPN1L
hsa03015	CPSF2
hsa03015	PELO
hsa03015	PPP2R2D
hsa03015	PABPC1L2A
hsa03015	NCBP2
hsa03015	SRRM1
hsa03015	DDX39B
hsa03015	PPP2CA
hsa03015	SMG6
hsa03015	PABPC1L2B
hsa03015	NUDT21
hsa03015	CPSF6
hsa03015	PPP2CB
hsa03015	MAGOHB
hsa03015	PNN
hsa03015	PPP2R2B
hsa03015	ETF1
hsa03015	GSPT1
hsa03015	CPSF1
hsa03015	CSTF2
hsa03015	NXF2B
hsa03015	PABPC5
hsa03015	RBM8A
hsa03015	NXT2
hsa03015	PPP2R3A
hsa03015	SAP18
hsa03015	RNMT
hsa03015	RNGTT
hsa03015	PPP2R3B
hsa03015	PABPC1
hsa03015	HBS1L
hsa03015	CSTF2T
hsa03015	CPSF3
hsa03015	CPSF7
hsa03015	PAPOLA
hsa03015	ACIN1
hsa03015	PABPN1
hsa03015	PAPOLG
hsa03015	NXF5
hsa03015	CSTF3
hsa03015	EIF4A3
hsa03015	PPP2R3C
hsa03015	CSTF1
hsa03015	PPP2R2C
hsa03015	CLP1
hsa03015	PPP2R5B
hsa03015	UPF1
hsa03015	WIBG
hsa03015	UPF3B
hsa03015	UPF3A
hsa03015	PCF11
hsa03015	SMG7
hsa03015	PABPC4L
hsa03018	PABPC4
hsa03018	HSPD1
hsa03018	CNOT1
hsa03018	DHX36
hsa03018	XRN1
hsa03018	EXOSC7
hsa03018	LSM7
hsa03018	NAA38
hsa03018	DCPS
hsa03018	EXOSC10
hsa03018	EXOSC8
hsa03018	CNOT6L
hsa03018	EXOSC9
hsa03018	PARN
hsa03018	DCP1A
hsa03018	CNOT8
hsa03018	EXOSC5
hsa03018	CNOT2
hsa03018	BTG3
hsa03018	PAN3
hsa03018	CNOT3
hsa03018	BTG1
hsa03018	EXOSC2
hsa03018	ENO2
hsa03018	HSPA9
hsa03018	C1D
hsa03018	DIS3
hsa03018	RQCD1
hsa03018	TOB2
hsa03018	DCP1B
hsa03018	PABPC1L2A
hsa03018	CNOT4
hsa03018	CNOT7
hsa03018	MPHOSPH6
hsa03018	LSM4
hsa03018	EXOSC6
hsa03018	LSM5
hsa03018	SKIV2L
hsa03018	ENO3
hsa03018	EDC3
hsa03018	DCP2
hsa03018	PABPC1
hsa03018	EXOSC3
hsa03018	SKIV2L2
hsa03018	EXOSC1
hsa03018	BTG4
hsa03018	PAPD7
hsa03018	CNOT10
hsa03018	ENO1
hsa03018	PABPC4L
hsa03018	EDC4
hsa03018	PAN2
hsa03018	CNOT6
hsa03018	LSM2
hsa03018	BTG2
hsa03018	XRN2
hsa03018	PABPC1L2B
hsa03018	ZCCHC7
hsa03018	PABPC1L
hsa03018	LSM6
hsa03018	PNPT1
hsa03018	PABPC3
hsa03018	TOB1
hsa03018	DDX6
hsa03018	WDR61
hsa03018	LSM1
hsa03018	EXOSC4
hsa03018	PATL1
hsa03018	LSM3
hsa03018	PABPC5
hsa03018	TTC37
hsa03020	POLR2J2
hsa03020	POLR2F
hsa03020	POLR3G
hsa03020	POLR2G
hsa03020	POLR1C
hsa03020	POLR1A
hsa03020	POLR2I
hsa03020	POLR3K
hsa03020	POLR2J3
hsa03020	POLR2J
hsa03020	POLR3F
hsa03020	POLR2L
hsa03020	POLR1E
hsa03020	POLR2A
hsa03020	POLR2D
hsa03020	POLR2C
hsa03020	ZNRD1
hsa03020	POLR2B
hsa03020	POLR3A
hsa03020	POLR1B
hsa03020	POLR2H
hsa03020	POLR1D
hsa03020	POLR3B
hsa03020	POLR3H
hsa03020	POLR2K
hsa03020	POLR3GL
hsa03020	POLR2E
hsa03020	POLR3C
hsa03020	POLR3D
hsa03022	GTF2H1
hsa03022	TAF6
hsa03022	GTF2B
hsa03022	TAF7
hsa03022	TAF9
hsa03022	TAF7L
hsa03022	TAF5
hsa03022	TAF4B
hsa03022	TAF2
hsa03022	GTF2A1
hsa03022	TBPL2
hsa03022	TAF1L
hsa03022	GTF2A2
hsa03022	TBPL1
hsa03022	GTF2IRD1
hsa03022	TAF1
hsa03022	GTF2I
hsa03022	GTF2H3
hsa03022	LOC391764
hsa03022	GTF2A1L
hsa03022	TAF12
hsa03022	TAF4
hsa03022	STON1-GTF2A1L
hsa03022	GTF2E2
hsa03022	GTF2E1
hsa03022	TBP
hsa03022	TAF6L
hsa03022	STON1
hsa03022	GTF2F2
hsa03022	TAF10
hsa03022	TAF11
hsa03022	GTF2H4
hsa03022	GTF2H2
hsa03022	TAF9B
hsa03022	GTF2F1
hsa03022	TAF13
hsa03022	TAF5L
hsa03030	RFC3
hsa03030	POLE2
hsa03030	RFC4
hsa03030	RFC5
hsa03030	POLD1
hsa03030	RFC1
hsa03030	RNASEH2B
hsa03030	POLE3
hsa03030	POLD4
hsa03030	RPA2
hsa03030	POLE4
hsa03030	FEN1
hsa03030	SSBP1
hsa03030	MCM5
hsa03030	LIG1
hsa03030	PCNA
hsa03030	RFC2
hsa03030	MCM7
hsa03030	POLA1
hsa03030	MCM4
hsa03030	RNASEH1
hsa03030	PRIM1
hsa03030	POLE
hsa03030	RPA1
hsa03030	RNASEH2C
hsa03030	POLD2
hsa03030	POLA2
hsa03030	POLD3
hsa03030	PRIM2
hsa03030	RPA3
hsa03030	MCM3
hsa03030	MCM6
hsa03030	MCM2
hsa03030	RNASEH2A
hsa03030	RPA4
hsa03030	DNA2
hsa03040	CWC15
hsa03040	BCAS2
hsa03040	LSM7
hsa03040	MAGOH
hsa03040	SLU7
hsa03040	THOC2
hsa03040	SF3B5
hsa03040	PPIL1
hsa03040	SF3A2
hsa03040	THOC4
hsa03040	NCBP2
hsa03040	SMNDC1
hsa03040	SF3B1
hsa03040	HSPA2
hsa03040	PRPF19
hsa03040	PLRG1
hsa03040	HNRNPK
hsa03040	DDX23
hsa03040	SNRNP40
hsa03040	SNRNP27
hsa03040	HNRNPU
hsa03040	RBM25
hsa03040	PRPF18
hsa03040	SF3B4
hsa03040	U2AF2
hsa03040	RBM22
hsa03040	CTNNBL1
hsa03040	HNRNPA3
hsa03040	NAA38
hsa03040	DDX39B
hsa03040	TRA2B
hsa03040	AQR
hsa03040	HNRNPC
hsa03040	EIF4A3
hsa03040	SRSF6
hsa03040	SRSF4
hsa03040	HSPA6
hsa03040	PRPF4
hsa03040	U2AF1
hsa03040	ZMAT2
hsa03040	RBMX
hsa03040	SNRNP200
hsa03040	PRPF40B
hsa03040	SF3B3
hsa03040	SNRPE
hsa03040	PCBP1
hsa03040	LSM5
hsa03040	SNRPD1
hsa03040	PRPF38B
hsa03040	THOC3
hsa03040	CDC5L
hsa03040	PRPF40A
hsa03040	SRSF10
hsa03040	DHX16
hsa03040	SRSF9
hsa03040	SF3A3
hsa03040	HNRNPA1L2
hsa03040	DHX15
hsa03040	SF3A1
hsa03040	DHX38
hsa03040	SRSF8
hsa03040	PRPF3
hsa03040	MAGOHB
hsa03040	SRSF5
hsa03040	EFTUD2
hsa03040	CRNKL1
hsa03040	U2SURP
hsa03040	PPIE
hsa03040	DDX42
hsa03040	LSM6
hsa03040	SNRPG
hsa03040	SF3B14
hsa03040	ISY1
hsa03040	SNRNP70
hsa03040	HNRNPM
hsa03040	SRSF7
hsa03040	THOC1
hsa03040	BUD31
hsa03040	RBM8A
hsa03040	SNRPD2
hsa03040	RBM17
hsa03040	SNRPF
hsa03040	NCBP1
hsa03040	HSPA8
hsa03040	NHP2L1
hsa03040	LSM3
hsa03040	SYF2
hsa03040	LSM2
hsa03040	SNRPA
hsa03040	SNRPC
hsa03040	DDX46
hsa03040	SRSF1
hsa03040	PHF5A
hsa03040	SART1
hsa03040	HSPA1A
hsa03040	ACIN1
hsa03040	SNRPD3
hsa03040	SRSF2
hsa03040	XAB2
hsa03040	PRPF38A
hsa03040	PPIH
hsa03040	LSM4
hsa03040	TCERG1
hsa03040	SNRPB
hsa03040	USP39
hsa03040	SNRPB2
hsa03040	SF3B2
hsa03040	PUF60
hsa03040	TXNL4A
hsa03040	TRA2A
hsa03040	DHX8
hsa03040	HSPA1B
hsa03040	CDC40
hsa03040	CCDC12
hsa03040	SNRPA1
hsa03040	WBP11
hsa03040	SNW1
hsa03040	CHERP
hsa03040	PRPF8
hsa03040	RBMXL1
hsa03040	PRPF6
hsa03040	SRSF3
hsa03040	HSPA1L
hsa03040	HNRNPA1
hsa03040	PRPF31
hsa03040	DDX5
hsa03040	PQBP1
hsa03050	PSMC5
hsa03050	PSMA4
hsa03050	PSMC3
hsa03050	PSMD7
hsa03050	PSMA2
hsa03050	PSMD12
hsa03050	PSMB4
hsa03050	PSMC1
hsa03050	PSME4
hsa03050	PSMF1
hsa03050	PSMA6
hsa03050	PSMB3
hsa03050	PSMC6
hsa03050	PSMD13
hsa03050	PSMB11
hsa03050	PSMB8
hsa03050	PSMA8
hsa03050	IFNG
hsa03050	SHFM1
hsa03050	PSMB1
hsa03050	PSMD8
hsa03050	PSMB9
hsa03050	PSMC2
hsa03050	PSMA5
hsa03050	PSME2
hsa03050	PSMA1
hsa03050	PSMD6
hsa03050	PSMD14
hsa03050	PSMB10
hsa03050	PSMB6
hsa03050	PSMD11
hsa03050	PSMA3
hsa03050	PSMB7
hsa03050	PSME1
hsa03050	PSMB5
hsa03050	PSMD4
hsa03050	PSMB2
hsa03050	PSMD1
hsa03050	PSME3
hsa03050	PSMA7
hsa03050	PSMD2
hsa03050	PSMD3
hsa03050	PSMC4
hsa03050	POMP
hsa03060	SRP54
hsa03060	SRP14
hsa03060	SRPRB
hsa03060	SRP68
hsa03060	SRPR
hsa03060	SPCS3
hsa03060	SRP9
hsa03060	HSPA5
hsa03060	SPCS2
hsa03060	SEC63
hsa03060	SEC61A1
hsa03060	IMMP2L
hsa03060	SEC62
hsa03060	SEC61B
hsa03060	SRP72
hsa03060	SEC11C
hsa03060	OXA1L
hsa03060	SEC61G
hsa03060	SEC11A
hsa03060	IMMP1L
hsa03060	SEC61A2
hsa03060	SPCS1
hsa03060	SRP19
hsa03320	APOA1
hsa03320	PPARD
hsa03320	ACOX3
hsa03320	APOC3
hsa03320	PLIN1
hsa03320	ANGPTL4
hsa03320	SCP2
hsa03320	CYP27A1
hsa03320	ME1
hsa03320	SCD
hsa03320	SLC27A4
hsa03320	PCK2
hsa03320	SLC27A1
hsa03320	SORBS1
hsa03320	EHHADH
hsa03320	SLC27A6
hsa03320	ILK
hsa03320	ACADM
hsa03320	ACADL
hsa03320	FADS2
hsa03320	ACSBG2
hsa03320	ACSL1
hsa03320	GK
hsa03320	ACOX1
hsa03320	CPT1A
hsa03320	MMP1
hsa03320	SLC27A2
hsa03320	CYP4A11
hsa03320	PCK1
hsa03320	CPT2
hsa03320	UBC
hsa03320	AQP7
hsa03320	SLC27A5
hsa03320	PPARG
hsa03320	ACSL4
hsa03320	CYP7A1
hsa03320	OLR1
hsa03320	PDPK1
hsa03320	FABP1
hsa03320	ACAA1
hsa03320	CYP4A22
hsa03320	ACOX2
hsa03320	UCP1
hsa03320	ACSL6
hsa03320	CPT1C
hsa03320	RXRB
hsa03320	FABP4
hsa03320	GK2
hsa03320	ADIPOQ
hsa03320	RXRG
hsa03320	PLTP
hsa03320	ACSL5
hsa03320	APOA5
hsa03320	LPL
hsa03320	CYP8B1
hsa03320	FABP2
hsa03320	RXRA
hsa03320	FABP7
hsa03320	FABP5
hsa03320	DBI
hsa03320	HMGCS2
hsa03320	APOA2
hsa03320	FABP3
hsa03320	SCD5
hsa03320	ACSL3
hsa03320	PPARA
hsa03320	CD36
hsa03320	NR1H3
hsa03320	CPT1B
hsa03320	FABP6
hsa03410	NEIL2
hsa03410	MBD4
hsa03410	POLD2
hsa03410	APEX1
hsa03410	POLD1
hsa03410	LIG3
hsa03410	PARP2
hsa03410	POLB
hsa03410	SMUG1
hsa03410	HMGB1
hsa03410	FEN1
hsa03410	NTHL1
hsa03410	PCNA
hsa03410	XRCC1
hsa03410	POLD3
hsa03410	POLL
hsa03410	PARP1
hsa03410	PARP4
hsa03410	POLE3
hsa03410	TDG
hsa03410	MPG
hsa03410	MUTYH
hsa03410	UNG
hsa03410	APEX2
hsa03410	POLE2
hsa03410	POLD4
hsa03410	POLE4
hsa03410	OGG1
hsa03410	POLE
hsa03410	LIG1
hsa03410	NEIL3
hsa03410	NEIL1
hsa03410	PARP3
hsa03420	CETN2
hsa03420	GTF2H3
hsa03420	POLE2
hsa03420	GTF2H1
hsa03420	DDB2
hsa03420	ERCC1
hsa03420	RBX1
hsa03420	RFC5
hsa03420	POLE4
hsa03420	ERCC3
hsa03420	GTF2H4
hsa03420	CUL4A
hsa03420	GTF2H2
hsa03420	RFC3
hsa03420	RFC2
hsa03420	ERCC2
hsa03420	RFC4
hsa03420	CDK7
hsa03420	ERCC5
hsa03420	RPA4
hsa03420	RPA3
hsa03420	POLE
hsa03420	CUL4B
hsa03420	LIG1
hsa03420	RFC1
hsa03420	ERCC6
hsa03420	DDB1
hsa03420	RAD23A
hsa03420	POLD4
hsa03420	RAD23B
hsa03420	XPC
hsa03420	POLE3
hsa03420	PCNA
hsa03420	ERCC8
hsa03420	GTF2H5
hsa03420	POLD1
hsa03420	XPA
hsa03420	MNAT1
hsa03420	CCNH
hsa03420	RPA2
hsa03420	POLD3
hsa03420	POLD2
hsa03420	ERCC4
hsa03420	RPA1
hsa03430	POLD4
hsa03430	SSBP1
hsa03430	MSH2
hsa03430	POLD1
hsa03430	RFC2
hsa03430	PCNA
hsa03430	RFC3
hsa03430	RPA2
hsa03430	RFC4
hsa03430	MSH3
hsa03430	LIG1
hsa03430	RPA4
hsa03430	POLD2
hsa03430	MSH6
hsa03430	RFC1
hsa03430	MLH1
hsa03430	RPA1
hsa03430	RPA3
hsa03430	MLH3
hsa03430	EXO1
hsa03430	RFC5
hsa03430	POLD3
hsa03430	PMS2
hsa03440	TOP3B
hsa03440	SSBP1
hsa03440	RAD51B
hsa03440	POLD3
hsa03440	RPA2
hsa03440	BRCA2
hsa03440	RAD52
hsa03440	RPA4
hsa03440	RAD50
hsa03440	RPA1
hsa03440	SHFM1
hsa03440	EME1
hsa03440	RAD54B
hsa03440	MRE11A
hsa03440	BLM
hsa03440	XRCC2
hsa03440	RAD51
hsa03440	MUS81
hsa03440	NBN
hsa03440	TOP3A
hsa03440	RAD54L
hsa03440	XRCC3
hsa03440	POLD1
hsa03440	RAD51D
hsa03440	RPA3
hsa03440	RAD51C
hsa03440	POLD4
hsa03440	POLD2
hsa03450	LIG4
hsa03450	XRCC6
hsa03450	FEN1
hsa03450	POLM
hsa03450	NHEJ1
hsa03450	RAD50
hsa03450	XRCC5
hsa03450	PRKDC
hsa03450	XRCC4
hsa03450	DNTT
hsa03450	POLL
hsa03450	MRE11A
hsa03450	DCLRE1C
hsa04010	FOS
hsa04010	MAP3K7
hsa04010	MAPKAPK5
hsa04010	DUSP7
hsa04010	MAPK11
hsa04010	ELK4
hsa04010	FGFR3
hsa04010	RPS6KA6
hsa04010	CACNA1E
hsa04010	NFATC4
hsa04010	CACNA1C
hsa04010	HSPA2
hsa04010	PLA2G4E
hsa04010	CACNA2D1
hsa04010	CACNA1D
hsa04010	FGF19
hsa04010	BDNF
hsa04010	CACNA1A
